ID_Cliente;Idade;Renda;Categoria
5876;37.09371089362431;3920.0530158241922;Vestuário
5576;33.6937907722791;3316.0518175664347;Vestuário
9254;39.9298520478015;6784.45511230928;Vestuário
2526;;2620.3541320132827;
9177;40.618724649679685;6866.76496160332;Vestuário
3412;38.380593447118834;7493.201493035503;Eletrônicos
1232;46.03872903242984;6049.58091861005;Móveis
4626;25.997004391544607;3240.7489454414617;Eletrônicos
3797;15.989862641289353;4672.990703759294;Vestuário
7457;28.791456680287865;8355.1654818788;Vestuário
5843;;3832.8636156152133;Eletrônicos
3866;;5576.32859207706;Móveis
3605;30.20965434407418;8136.359388577095;Móveis
8845;22.108752987062516;4015.9554254154564;Vestuário
1914;25.25800407741863;6793.1970613318745;Móveis
2539;33.05897467789944;9716.314300173206;Eletrônicos
3845;17.532641575042618;7080.029170769421;Eletrônicos
8952;33.49022947949181;5215.940594785535;Vestuário
2362;35.179231908939045;5383.571327284028;Vestuário
2103;33.01679496558516;3410.6541385175506;Eletrônicos
8411;36.24646161460773;6306.9551346594735;Vestuário
4125;28.36249075338448;4869.705542661897;Vestuário
1921;47.815738406346966;1668.5057144733955;Móveis
6486;42.92239483267218;5720.5104652676155;Vestuário
9112;27.088980469019063;3009.037908668498;Eletrônicos
7929;;5845.019117548775;Eletrônicos
8505;28.35762671720802;9444.703785638332;
8913;47.71820623893551;3280.660821293777;Móveis
9478;33.80447017098931;5543.140771886276;Eletrônicos
8377;;5861.080557197849;
9593;43.461850952710435;4192.63132000027;
4216;41.11229782867569;7142.40317487167;Vestuário
5767;32.963969211395025;6808.492065192925;Eletrônicos
6477;29.75826176700087;4628.612734159605;Vestuário
5297;30.814259768891162;4141.113530484404;Eletrônicos
7566;;3054.338829419492;Móveis
3814;24.411517080223437;7860.981299979558;Vestuário
1534;53.0524557746825;4858.815351676995;Vestuário
4680;34.25976776032195;6605.701844282111;Eletrônicos
8235;57.04885697984326;4396.738197224427;Vestuário
8263;30.47910713083185;3884.197585989748;Eletrônicos
5451;32.90564039718243;2539.7161646478603;Móveis
2106;32.05315642327859;4270.176485729098;Móveis
3110;44.06492163745013;7158.01697955717;Vestuário
4830;44.9925449289787;4471.648658190828;Vestuário
2613;38.153843078128574;6426.246759594808;Eletrônicos
1506;46.377994669517456;8980.450355883244;Eletrônicos
7109;46.58096364195515;6922.71881533494;Móveis
6869;44.99760518885932;4694.299511195733;Eletrônicos
1459;30.835513824574242;9989.802816265;Móveis
3033;23.562235971916785;4075.104957101582;Vestuário
4493;18.73553183590863;3253.286965104896;Vestuário
6013;20.41210578896807;3405.8460922679487;Móveis
5776;31.841746457655663;6706.469753635828;Móveis
4429;22.110641888308784;3538.770078044799;Móveis
5442;33.9164001713662;5766.382435094844;Vestuário
6703;49.932333293077335;9211.21767343504;Eletrônicos
7792;;5917.6007846744;Eletrônicos
8893;16.08354603328351;4110.8919579045105;Vestuário
3376;43.40366157469657;4361.724921153882;Vestuário
1412;32.74801162315827;2385.281860560788;Vestuário
2279;30.005797541166945;7054.599872936488;Móveis
5973;32.28982099771203;8589.896487341159;Móveis
8710;21.74634128252102;7582.729256403771;Móveis
1985;35.18548135785696;3862.9149669183716;Vestuário
7350;42.54554919049384;4891.050316292595;
6333;24.75197310158246;2294.800971727616;Eletrônicos
5030;40.69933542352652;6464.637367784999;Móveis
6133;41.09210407747964;2912.155268125459;Eletrônicos
4753;;5652.602438876114;Móveis
3564;45.09196039658984;5297.67158481104;
7871;23.41282339583733;5877.87074275315;Vestuário
7684;39.39732674203551;4164.891505250714;Vestuário
9743;33.56457560378924;5116.962610178315;Eletrônicos
5443;34.17519438752873;4112.994798884323;
5199;38.88578019972156;1425.0411283016833;Eletrônicos
5873;37.13784719725254;2913.8071845041627;Móveis
6383;15.374814826161774;4345.591388497696;Móveis
5246;22.031378742295846;7908.149237710371;Vestuário
3080;24.194035035455446;9350.172740199592;Vestuário
4843;;6017.247694994697;Eletrônicos
2204;42.800463094512445;6750.680515590039;Eletrônicos
8116;45.5881702171119;4136.76151703598;Vestuário
6828;41.717409335775415;3093.4403245176372;Eletrônicos
7302;36.75139499580083;6045.127885163941;Vestuário
2006;25.297367344307556;3347.8565835662057;Móveis
5472;;4271.00014442812;Eletrônicos
9052;36.05936373524038;7134.636224743402;Vestuário
7474;22.61982472584959;5470.722930016527;Móveis
8966;28.800541002286963;5046.846434533912;Móveis
3185;47.18060109237088;5436.058271501582;Móveis
3306;49.33901430144375;2576.561164726858;Móveis
8142;25.640905012593407;5005.337694439105;Vestuário
9845;56.080380084916875;5617.784075981723;Vestuário
5532;44.1170836698025;4108.945774857039;
5741;40.68167077811111;4828.762530070977;Eletrônicos
3269;23.30532328989183;4600.29138567907;Móveis
7127;;5773.422181780162;Eletrônicos
5436;34.4677510880968;7104.926284442132;Eletrônicos
8088;27.482280984363264;6697.338347199023;Eletrônicos
2834;;5121.9172411292875;Eletrônicos
2527;33.95123216033523;-1225.2898872112692;Eletrônicos
5446;25.09576110965041;4565.974630250184;Eletrônicos
4158;41.139780384972056;7824.314269148765;Vestuário
8621;33.82786528122817;5927.239461208279;Móveis
7957;17.676785779230684;2374.238235569316;Móveis
2458;26.261982828102095;5487.744286012704;
4568;23.653046771846782;7877.335269864197;Vestuário
6676;;2992.7905678470797;Vestuário
1875;29.503523795471214;3672.092423457857;Móveis
3765;36.87456441691449;7404.1182685613185;
8067;;4570.843078620843;Móveis
5551;33.13078694108084;4610.422501703411;Móveis
3520;;7311.024567993605;
2127;41.868484059889674;6399.029301809265;Móveis
9247;32.22929607873247;9027.0432828799;Móveis
2926;54.90005512437931;4834.803290932225;Móveis
8177;26.063600474273805;8816.749227197071;Eletrônicos
6390;34.58987495097077;4838.9483696651505;Móveis
7637;48.00269054946124;3257.241034230358;Vestuário
5213;23.539041736618955;3064.35268808554;Eletrônicos
6508;25.49051012704406;1870.3291816615765;Eletrônicos
6321;23.84340849097925;2685.948985788699;Móveis
4628;33.70132909526044;2216.133136492594;Móveis
8931;32.069110607561846;5970.806433239763;Móveis
7116;;4011.010324435293;Eletrônicos
3854;46.18030804263471;9113.48385985273;Vestuário
7025;23.43536347257877;2718.458610314532;Móveis
7475;31.14539098118583;4227.610962313325;Móveis
4495;38.993273736188165;7041.776226101736;Vestuário
9506;9.885309009425384;5703.614858105313;Vestuário
3609;29.733919659526773;7164.882000383403;Vestuário
9161;30.442180985197435;3583.8128000981496;Eletrônicos
3895;28.948960274917855;6446.433959111356;Vestuário
4605;;2779.4385769698624;Móveis
9645;45.971208292630386;7576.092101413407;Vestuário
5528;29.61422631573943;2991.9991673011655;Vestuário
3874;56.955967428566744;1333.4351851438582;Móveis
8565;27.973562148065895;5568.598815521416;Móveis
2169;34.39400441642886;5064.460453473808;Vestuário
1453;37.172282166901184;2459.370980688274;Eletrônicos
6810;;4266.466582050172;Eletrônicos
2587;39.578919738590194;2137.2677900823646;Vestuário
3053;35.21043221069701;7603.91062376831;Eletrônicos
6367;36.56371521816426;6188.721668046379;Vestuário
6996;45.376541896217724;5503.033701979597;Vestuário
5285;35.456659002417524;7515.198582372823;Móveis
7376;46.073361487481854;3668.9916009211656;Vestuário
4984;21.622109490306876;3048.911228990879;Móveis
1644;32.463332781701816;2027.7517993619394;Vestuário
6014;47.548798401947636;4095.6777995190005;Eletrônicos
3835;34.19454831868427;4714.188923913742;Eletrônicos
7741;22.791577445861954;905.0522721664233;Vestuário
8459;23.440739149297414;7373.7062821995605;Móveis
7776;;2777.6663279844097;Eletrônicos
7435;21.8760859335594;2532.365701784426;Móveis
8280;39.95348507418578;4865.657787826084;Móveis
6387;6.849386922307168;4653.727817990089;Móveis
7697;;7360.16151140828;Eletrônicos
9502;21.09349419802744;6293.443692176208;Vestuário
6139;21.26757327039143;7619.502116737967;Móveis
9489;29.3044830670021;3232.1184725539124;Vestuário
8121;22.65066622528975;7023.7734833675695;Vestuário
7845;39.77597650237438;5706.385787155236;Vestuário
6632;27.105208600867947;5336.66032665695;Eletrônicos
5926;29.477647234221212;5938.157264560562;Móveis
8784;;1431.8447524976546;Móveis
1269;37.727178168660856;5568.150761453677;
3940;36.262554755909534;2363.8024589326683;Móveis
4808;34.74141578301883;6026.102395050081;Móveis
7309;23.756577796491495;6286.218554172883;Vestuário
9399;;5133.987243101485;Eletrônicos
4604;56.185914356392985;6271.615474897109;Eletrônicos
4161;32.37033862790621;6403.177396182887;Vestuário
2660;24.966120563142617;8892.715786750225;Eletrônicos
8520;19.822037748288736;4688.700619692226;Vestuário
7425;;3104.9937275118664;Vestuário
1575;31.56654751107211;4423.891247409483;Móveis
8154;29.59635668642898;3304.1817333147774;Eletrônicos
6947;45.45169505077789;3344.1884465874455;
7686;34.20064762864187;8266.546970574711;Vestuário
2222;41.61394964585836;4762.073225799952;Móveis
6055;41.233884113219304;6469.922698666388;Vestuário
4158;;3310.528405182138;Móveis
9733;31.912191862023175;3388.7809015978055;Móveis
6831;44.70167988871644;3610.0110272761394;Móveis
8673;39.51046213413367;4365.6354529522905;
9583;24.37293279064014;6676.759817143609;Vestuário
1251;24.74857963334791;5824.4882375957295;Móveis
8645;39.196140239719824;4225.753000361459;Móveis
1938;31.846677204176974;6042.619043006114;
7969;12.89245588280599;1883.8045504903716;Móveis
8930;37.567898350195144;4290.930555814282;Eletrônicos
1208;37.60529355218143;5100.661249374411;Eletrônicos
5098;36.98179914376494;3629.8634614774032;Vestuário
1058;50.25852040160496;3940.806648506189;Móveis
4532;31.017277464069558;5132.6101491127065;Móveis
8072;19.63604791228036;4122.2023565181335;Móveis
1144;41.341490647799795;5446.481355925568;Móveis
1889;;6547.248123823094;Móveis
9255;41.00676777367916;3520.9061107048587;Móveis
4915;41.47285485790549;3102.0431218918116;Vestuário
4961;36.49564405147078;4797.344605651173;Eletrônicos
4257;29.486574319341525;3107.9143334801847;Eletrônicos
8303;34.344975877870915;2898.891439638349;Vestuário
2897;33.41883270364609;2987.3740619642945;Eletrônicos
9752;30.436848208388803;236.34238596967134;Vestuário
5416;36.568721129155136;6330.344309890137;
6809;33.80205232469054;4013.5538960131908;Eletrônicos
3356;35.487427105136824;7990.090276408395;Vestuário
7490;24.09821416798458;7748.170239935969;Vestuário
3873;32.143643530441;4791.3124218731455;Móveis
2968;23.534681242070036;9200.76211226165;Móveis
5209;24.415015122834202;7088.417113510606;Eletrônicos
2386;48.76798341889645;1115.8051921491187;Vestuário
9851;;5688.136238386202;Móveis
3608;39.85599770388723;3884.69111531852;Vestuário
5584;18.159225970889274;6723.0291131267695;Eletrônicos
4404;33.964364962131285;5453.904942097883;Vestuário
9779;45.428917127596364;4375.900425823218;Eletrônicos
7749;42.84855734604314;5836.889229700449;Móveis
2180;27.585107651203906;6163.933919266342;Eletrônicos
6071;;4412.611997438853;Vestuário
3197;31.275842542350883;-7.333280151045074;Vestuário
1227;25.326739103883988;4136.812311017163;
7062;22.92330759545721;2974.631907883347;Vestuário
2325;14.92024807382689;7322.205400642848;Eletrônicos
6598;39.694962060667706;1067.590494287434;Eletrônicos
1289;42.75654221665138;1262.4497728725269;Vestuário
2505;51.7106649202552;4106.4247186780885;Móveis
6985;31.4876002070375;5368.368892546747;Móveis
4566;31.723003014324235;6399.493099192616;
1671;;3769.8578700764224;Móveis
2233;38.122699761208565;733.4225016211285;Móveis
9657;36.56715587432187;6493.485291229417;Vestuário
3430;19.949732523117035;3730.4795375185686;Vestuário
7199;39.77145648523841;4533.0897922056165;Móveis
8928;40.71007365708325;7376.274412568744;
6559;37.54069456138528;4885.709566740242;Eletrônicos
5058;;1931.1854420044579;
9006;15.83113406045796;7120.1257705416065;Móveis
7881;;1363.6471896874723;Eletrônicos
5997;33.93197238735159;4728.952337740047;Vestuário
7088;30.34016110385069;6464.148533762022;Móveis
7685;35.677672632008544;8213.658326470522;Vestuário
7169;32.75533230131052;5298.703023283332;Móveis
7326;35.717383056696825;3814.3101589410417;Eletrônicos
7624;33.83238437241484;5168.018301339186;
1026;30.30141345474918;3791.6993912047787;Móveis
6578;23.9079150526319;6299.140821261932;Móveis
7620;22.61540607825179;4159.800715159478;Eletrônicos
1160;38.41387653925786;6493.305965842382;Móveis
5423;34.63032468858206;3660.997089253189;Eletrônicos
3391;39.06959694166794;4837.293134169828;Vestuário
3262;39.36534958802956;6686.289809996371;Móveis
8459;33.71095714089697;6934.238967198016;Móveis
9660;54.15652588918249;6632.78171910938;Vestuário
2135;29.97723557883875;7906.185112816413;Eletrônicos
9869;35.67693608649116;3045.598829529266;Vestuário
5207;29.924700065545313;5310.6913885624845;Eletrônicos
2603;31.40956176715024;7249.666130050615;Eletrônicos
6797;24.662039324924173;5253.746743975086;Eletrônicos
6945;41.80045197988056;4154.089726432507;Vestuário
9812;29.69997435736374;4962.201380309099;Móveis
4890;41.555969909616536;5128.95643321158;Móveis
7322;45.64128646033858;3851.8918560864836;Vestuário
5110;34.7873508128944;3353.0026987908077;Vestuário
9321;;4223.560021356826;Vestuário
9732;38.097622237164096;5787.142341002921;Eletrônicos
9762;40.65386248923795;3181.960338320354;Móveis
2271;41.49446035484592;3766.125222448137;Eletrônicos
9715;21.72410839915476;5424.346410150994;Vestuário
1509;50.0501992755058;3511.367311947969;Vestuário
6794;;3036.4702659039485;Eletrônicos
9843;21.197843252188328;1793.104125995697;Móveis
5772;41.15319945000128;5702.224154404495;Móveis
1316;31.554512229227203;9356.887178710855;Eletrônicos
3354;36.09433255782547;1493.5347282233142;Móveis
1059;37.15277935019268;5640.167573341414;Vestuário
4733;52.20386870303166;1223.996667132416;Vestuário
1400;36.494222587278685;6055.624517605946;Vestuário
5157;39.69691983714743;5834.350401530593;Vestuário
7778;31.606778824674166;5225.735169386335;Vestuário
6052;27.950891065262233;5105.446945205856;Móveis
5501;43.620258492370255;8057.327145875175;Eletrônicos
4454;;6610.613856248489;Vestuário
6203;50.75342084911932;7438.849675580627;Móveis
1583;;5271.239408086128;Móveis
6264;38.71280832634933;4569.312549905699;Eletrônicos
1451;;2402.7964246512374;Móveis
4750;18.313673340650713;4353.176564929206;Vestuário
4739;22.258315932084507;5235.585850577824;Móveis
9290;39.92167749014713;6877.436632003517;Móveis
6209;37.31822232471312;3685.749824829808;Eletrônicos
7385;28.613075179615628;6200.00224745273;Eletrônicos
1656;44.10932388416964;2852.4043435566687;Móveis
6714;26.045247640897813;3518.9832812340483;Móveis
7803;20.59427698523777;6307.337196236595;Eletrônicos
7897;35.84982871845104;3601.3487389615984;Móveis
7132;36.32168149462666;2925.1859284061725;Eletrônicos
8008;44.46298664243801;6687.757139294668;Vestuário
9152;;8620.706672950875;Vestuário
9150;43.33514688174584;2217.735886383259;Móveis
5213;25.310107492379096;4678.0689033187355;Vestuário
7376;43.641705483013226;4373.002488402089;Móveis
1154;24.556168533851697;4682.302162956459;Móveis
8504;45.27838928822456;1940.457211806658;Eletrônicos
4190;33.03172285322418;5103.112975155383;Móveis
7556;34.91832212417982;2786.5402637451484;Móveis
3202;30.85880502679777;7037.198479121714;Móveis
7785;33.71186257916722;1666.9555365001324;Móveis
4419;;3732.0688113173237;Móveis
2922;20.38586357687933;3143.8213718015713;Móveis
4388;26.715893005048812;5842.303785926263;Vestuário
6555;28.746984514429816;9654.271673334213;Vestuário
7477;;4355.7659641976925;Móveis
7568;40.26014692943146;8005.944025720492;Vestuário
5486;31.919076082354206;3023.7726660081407;Eletrônicos
2895;38.84037785498714;4412.042378260408;Móveis
6231;39.506916822618;5560.078235908561;Eletrônicos
7053;31.90564374692021;4020.034838721007;Vestuário
9262;10.657913251100048;929.5196326169776;Eletrônicos
1765;35.34880457784325;4419.187524202119;Eletrônicos
7251;;6910.957449537629;Eletrônicos
1503;29.59743578580145;2929.435886611605;Vestuário
7137;42.4015203883679;8550.407330072183;Móveis
4049;27.917100614168287;5778.494545152889;Móveis
9670;;3696.3187864200972;Eletrônicos
9100;56.110985367683995;4941.555917949889;Móveis
4402;;5509.129379039842;Eletrônicos
4384;;2524.5496508030533;Eletrônicos
4552;46.450086577555574;4717.431710704709;Vestuário
6502;38.10876375433034;4997.41813885564;Vestuário
7440;38.92133801360279;7076.999094675777;Eletrônicos
4310;;504.6590025307087;Móveis
3106;31.58488360401155;3597.808816892725;Vestuário
9320;35.697737143893015;3578.7672288060994;Móveis
5518;33.396429319969336;6106.792860644763;Móveis
2908;24.856608238645677;6655.725214271463;Eletrônicos
5558;31.68172251419857;4074.196500277427;Eletrônicos
8789;;5476.761817674663;Móveis
8404;31.097821360699328;5024.716383745666;Vestuário
7375;41.4245062443402;3907.3646403319613;Eletrônicos
6402;50.13252226094956;1261.46364339324;Eletrônicos
1849;33.57666411760603;3619.5403107666307;Móveis
5741;33.605800386253335;6120.642433187913;Eletrônicos
3305;46.755075428263666;6047.760061889109;
7540;;4654.525270132717;Eletrônicos
8395;41.83407260572395;477.42681223495856;Móveis
1086;22.848864008316312;7417.192453333948;Móveis
8539;40.31561239786487;5528.938373500473;Eletrônicos
9192;37.454289832401486;3123.0482708120344;Vestuário
8955;;3578.2461889046663;
4973;52.44459991154389;3859.669682586783;Vestuário
6437;;5977.93185270276;Móveis
9070;53.24668955772265;1844.293219035837;
3901;18.200546174156592;5594.055840996408;Eletrônicos
2267;23.855910776064192;5355.511142757935;Móveis
9036;;6012.211460762375;Vestuário
9932;;6521.91944042919;Vestuário
6730;39.70432125159391;1444.3865075292238;Móveis
5187;;9795.627885845512;Eletrônicos
4638;24.35376396008229;4043.86130967837;Vestuário
2672;33.173910620218216;2935.870139937737;Vestuário
1522;37.11447859119633;7444.6247792661925;Eletrônicos
2721;21.672747414813003;4982.823070085642;Móveis
1340;32.92430074974137;4597.045169007826;Vestuário
8148;34.92170784425138;6613.546724208429;Móveis
2473;38.65266241306854;8435.390214742489;Móveis
2415;30.999720171321506;4480.1455516616315;Móveis
2584;46.32525487132303;1508.7554800456378;Eletrônicos
3962;34.013837073795465;6852.701501295029;Eletrônicos
6395;32.88977806754475;1439.7441903324502;Eletrônicos
5256;;3042.2771820117287;Vestuário
8992;25.703357760776523;5552.806278464493;Vestuário
6609;29.020963908262058;1328.9214648670313;Eletrônicos
5605;20.670293366675892;5403.877182675171;Vestuário
9594;;1358.5362579148577;Vestuário
8805;26.058552301338423;6980.360501818827;Vestuário
1527;1.8233094769857487;4072.2252336226265;Vestuário
8081;43.952795835300705;4772.224500927895;Móveis
6575;46.99629397527988;3477.2929109342376;Eletrônicos
2898;38.81604601641205;5118.22845469194;Vestuário
8731;35.901728639450326;4681.8208708524935;
2023;34.62551380412999;4240.089716247049;Móveis
7725;11.66825969350954;1682.8402379605532;Vestuário
5810;34.33050415825942;5576.642282683305;Eletrônicos
7455;20.46890897255247;945.8620964845118;Eletrônicos
6510;25.285209279138734;3432.5683491865852;Vestuário
9464;21.024117172766736;4109.395178362707;Eletrônicos
4860;35.858920869476684;140.15176966716172;Vestuário
1432;61.50689880894302;6348.279035415521;
7604;30.150802353604103;4586.963527222339;Eletrônicos
6708;48.7009922616581;2223.075437024818;Vestuário
6185;39.54701165018378;6877.990299859113;Vestuário
3642;50.785532766356454;4450.967795808204;Eletrônicos
7680;46.961800705119586;2907.8266202769814;Eletrônicos
2480;16.60825421283134;3728.266453103214;Vestuário
7096;46.09381316780096;8147.817520961033;Eletrônicos
9819;;6632.3776404536075;Vestuário
4093;;8651.611612886976;Móveis
2375;39.09715396326216;1446.7704056448742;Eletrônicos
2027;20.7201248944295;1310.6687083744364;Móveis
5719;36.95893321926857;5701.197822567663;
5706;46.58202523315927;6827.696136217361;
6529;37.393529313105105;5209.486816497203;Vestuário
3761;22.928626970188702;5132.847636237879;Móveis
9775;32.02469802469245;6802.2695612323205;Eletrônicos
9358;38.48145445363728;4785.623840072326;Móveis
8601;;2346.5836356908103;Móveis
9982;37.00500696406198;5260.7567808657395;Móveis
2648;31.344604321887008;4545.905510147459;Vestuário
6167;29.458359794315037;3828.438837568846;
3207;;7809.39953097716;Eletrônicos
3146;51.345026744781215;4308.217521202923;Eletrônicos
9581;42.02061351595911;5522.196037423562;
2868;28.56733446848621;2261.261588684138;Eletrônicos
8700;47.41112360278039;6237.499145804094;Eletrônicos
1466;;4190.628499929846;Eletrônicos
9869;49.94537610130657;1268.3566302731138;Eletrônicos
3658;;7341.770790945493;Vestuário
8430;45.93526628875739;5880.258042719713;Vestuário
2694;31.895105113407602;3115.139963234751;Eletrônicos
7342;33.55025483096439;4399.193430629882;Móveis
9501;49.41475876064396;2751.5822738510624;Eletrônicos
2293;;6516.736872254568;Eletrônicos
2403;37.40207426710108;2204.7778290613214;Vestuário
6898;29.285097940297845;6899.125131647478;
2596;37.90422256406472;6547.166497384747;Eletrônicos
5735;36.219424603246594;4824.454507675142;Eletrônicos
8713;58.17557074895077;8835.214614401368;Vestuário
5010;;3609.0930418070247;Vestuário
3176;;6623.011363266529;Móveis
7712;;3734.01019176462;Eletrônicos
8127;42.16788376270851;5434.189738575047;Vestuário
6622;31.911055940570044;5585.482153270006;Eletrônicos
3565;42.17578257179922;4635.960116405603;Eletrônicos
4507;48.733734985152026;4370.698866569436;Eletrônicos
6089;44.74920051476344;5117.314021367622;Eletrônicos
5605;23.940696973425517;3091.3489474698963;Móveis
1522;29.28810120695976;6589.678498864574;Vestuário
6870;35.868732685488006;6418.391500411799;Móveis
6286;17.202031709287766;7576.115393417102;Vestuário
3982;42.15636339359838;5981.399149600649;
1790;32.37052087542776;5626.389914615917;Móveis
4930;33.258831966865614;5861.148906433986;Móveis
4400;38.538908780533845;2311.8173861069345;Móveis
8606;29.12737174187569;3742.7801221817112;Eletrônicos
9962;50.119538499040424;3303.801240988229;Móveis
5631;42.54911380643072;414.7600208169815;
4965;;4177.00610780952;Eletrônicos
6953;;5895.494772990441;
3852;29.65193004199681;5023.233254241285;Eletrônicos
8267;43.06390993804134;4185.391065138223;Eletrônicos
9918;42.49548144597526;1535.3424543861738;Móveis
7430;48.793381298631935;5619.213495131308;Móveis
7060;30.284053864723695;4198.685770742158;Eletrônicos
6735;32.2469298482667;5724.729033936914;Eletrônicos
7437;37.388172424389346;890.155655352828;Eletrônicos
7978;38.505246927677796;7001.276817928145;
8739;;6350.223981160039;Vestuário
1547;42.14837742332186;4196.619729288161;Vestuário
5674;34.26872160556458;4026.32256985518;Vestuário
6812;10.37777421035015;7347.495090447819;Móveis
8922;10.887684282072957;5447.079774475689;Eletrônicos
7600;25.04053037743485;5323.822596528364;Vestuário
2744;;2540.875780439642;Vestuário
3567;44.12009636964328;8241.339713117999;Vestuário
7228;38.35331957643734;8348.672800520631;Vestuário
7736;30.943734061931735;4978.510605616257;Vestuário
9187;33.891176374770396;7697.193487075345;Móveis
5196;40.60160376617236;2702.7401693104257;Vestuário
4017;31.226819182356216;5040.030918709479;Eletrônicos
7693;47.947290060312454;6200.12284249103;Móveis
5680;;3713.7577002344497;Vestuário
6357;46.03331257833372;4881.413126319614;Móveis
6543;29.079812786431997;5956.630081448567;Móveis
3343;33.66199577553309;5449.61954144041;Móveis
9359;34.40229120293562;6034.826471172582;Eletrônicos
7407;37.930623759832024;5012.023922394515;Vestuário
3533;20.89168573007437;3607.00275880074;
7163;47.54257741028727;494.0508005524298;Vestuário
7117;26.097234210030184;5409.163698267474;Eletrônicos
2655;36.71013543955269;4218.735841809246;Vestuário
4286;35.58755380224011;7844.224555057219;Eletrônicos
4188;32.923403961964546;5742.079876777526;Eletrônicos
7305;46.6358579529187;7003.217274907625;Eletrônicos
9446;38.692160112967564;3760.888519421803;Vestuário
9549;44.04773921257817;5289.577234220694;Eletrônicos
7210;42.623123480919105;4549.750443738126;Eletrônicos
1457;28.184425210065786;7264.3710408859315;Móveis
2317;48.77823460557836;6630.231569497386;Móveis
4577;46.84554791074167;7634.164999855364;Eletrônicos
7227;25.1793672536671;7770.063751307506;
3399;32.49539180851399;5327.495466793802;Eletrônicos
6878;;4266.575586487706;Vestuário
7466;38.22392506817691;3009.5886181001497;Eletrônicos
6759;39.679119939511125;4356.1145518555395;Eletrônicos
6067;58.24048745443136;5086.805248147246;Móveis
7624;26.76047283700558;4505.3326553412935;Móveis
3106;31.97880515544706;9432.12889163948;
2482;47.35933485031648;4849.71846952859;Eletrônicos
3300;46.90694172775956;4800.582249537564;Eletrônicos
9894;27.501039701971273;5393.870110391502;Vestuário
7830;43.152220232867634;5313.149903287826;Eletrônicos
3593;31.371185806469423;6688.291260406704;Vestuário
9622;41.43228414098238;7030.171748040739;Móveis
8056;41.56064026811423;6673.467861342946;Vestuário
2847;52.38086015743939;4661.624385936173;Móveis
6616;19.771542471164565;3561.0177682508647;
6289;27.215964000106435;5027.328626354451;Vestuário
9311;40.796330557723934;6888.082642760386;Móveis
1622;24.396644725304;2684.120042243207;Móveis
1049;29.511514397915953;6036.86673199615;Móveis
2245;44.41894580590674;3661.426788754749;Vestuário
3547;;4821.567971710135;Vestuário
9761;29.18394333101011;4599.2794116199175;Vestuário
6680;34.960278802728226;4578.662192020223;Móveis
1487;;6275.341710839356;Vestuário
3023;56.65262489032405;7907.727282294873;Móveis
4069;23.760865089577884;4187.441646607564;Móveis
5540;15.544836400558829;5247.580069373266;Móveis
